UTC_Time,price,daily_sentiment_avg,log_return,ret_lag1,ret_lag2,ret_lag3,sent_lag1,sent_lag2,sent_lag3,sent_ma7,sent_ma14,sent_ma30
2023-01-02,1214.3789459253508,0.3121,,,,,,,,,,
2023-01-05,1250.7922522355914,0.10424999999999998,0.0295443618442075,,,,0.3121,,,,,
2023-01-06,1270.028610178057,0.0,0.015262275580856688,0.0295443618442075,,,0.10424999999999998,0.3121,,,,
2023-01-08,1284.5754041342989,0.2732,0.01138881103065792,0.015262275580856688,0.0295443618442075,,0.0,0.10424999999999998,0.3121,,,
2023-01-09,1321.676571173056,0.4019,0.0284728213958223,0.01138881103065792,0.015262275580856688,0.0295443618442075,0.2732,0.0,0.10424999999999998,,,
2023-01-10,1336.017071771777,0.34,0.010791792962607794,0.0284728213958223,0.01138881103065792,0.015262275580856688,0.4019,0.2732,0.0,,,
2023-01-11,1389.771662094107,0.5859,0.039446608468654,0.010791792962607794,0.0284728213958223,0.01138881103065792,0.34,0.4019,0.2732,0.28819285714285714,,
2023-01-12,1417.134908743914,-0.1027,0.01949770170273002,0.039446608468654,0.010791792962607794,0.0284728213958223,0.5859,0.34,0.4019,0.22893571428571427,,
2023-01-13,1453.3769102089225,-0.1998,0.025252588855543046,0.01949770170273002,0.039446608468654,0.010791792962607794,-0.1027,0.5859,0.34,0.1855,,
2023-01-14,1549.111474081304,0.20095,0.06379177170462125,0.025252588855543046,0.01949770170273002,0.039446608468654,-0.1998,-0.1027,0.5859,0.21420714285714285,,
2023-01-15,1551.324517175301,0.8225,0.0014275692038649979,0.06379177170462125,0.025252588855543046,0.01949770170273002,0.20095,-0.1998,-0.1027,0.29267857142857145,,
2023-01-17,1569.5308332272923,-0.0038499999999999923,0.01166764912111784,0.0014275692038649979,0.06379177170462125,0.025252588855543046,0.8225,0.20095,-0.1998,0.2347142857142857,,
2023-01-18,1516.555475473704,-0.19215,-0.03433511362888364,0.01166764912111784,0.0014275692038649979,0.06379177170462125,-0.0038499999999999923,0.8225,0.20095,0.15869285714285714,,
2023-01-19,1550.5088875585636,0.0,0.022141562868889686,-0.03433511362888364,0.01166764912111784,0.0014275692038649979,-0.19215,-0.0038499999999999923,0.8225,0.07499285714285715,0.18159285714285714,
2023-01-20,1661.3349193405402,0.11926666666666667,0.06903825587418222,0.022141562868889686,-0.03433511362888364,0.01166764912111784,0.0,-0.19215,-0.0038499999999999923,0.10670238095238095,0.16781904761904762,
2023-01-22,1630.8448549407967,0.5257666666666667,-0.018523251021846043,0.06903825587418222,0.022141562868889686,-0.03433511362888364,0.11926666666666667,0.0,-0.19215,0.2103547619047619,0.19792738095238097,
2023-01-23,1632.9617267135266,0.033466666666666665,0.001297179852177699,-0.018523251021846043,0.06903825587418222,0.022141562868889686,0.5257666666666667,0.11926666666666667,0.0,0.18642857142857144,0.20031785714285716,
2023-01-24,1557.0597608721732,0.7579,-0.047596102127809736,0.001297179852177699,-0.018523251021846043,0.06903825587418222,0.033466666666666665,0.5257666666666667,0.11926666666666667,0.17720000000000002,0.2349392857142857,
2023-01-25,1614.6771850629295,0.0,0.03633577710657576,-0.047596102127809736,0.001297179852177699,-0.018523251021846043,0.7579,0.033466666666666665,0.5257666666666667,0.17775000000000002,0.20623214285714284,
2023-01-26,1602.8469492523193,0.0,-0.007353659912406663,0.03633577710657576,-0.047596102127809736,0.001297179852177699,0.0,0.7579,0.033466666666666665,0.2052,0.18194642857142856,
2023-01-27,1598.4701935450053,0.4878,-0.0027343485440800563,-0.007353659912406663,0.03633577710657576,-0.047596102127809736,0.0,0.0,0.7579,0.2748857142857143,0.1749392857142857,
2023-01-28,1573.0634394330648,0.7964,-0.016022089347435653,-0.0027343485440800563,-0.007353659912406663,0.03633577710657576,0.4878,0.0,0.0,0.3716190476190476,0.2391607142857143,
2023-01-29,1646.5159900930198,0.5106,0.04563658087188749,-0.016022089347435653,-0.0027343485440800563,-0.007353659912406663,0.7964,0.4878,0.0,0.369452380952381,0.2899035714285714,
2023-01-30,1568.64771349631,0.7717,-0.04844761513285789,0.04563658087188749,-0.016022089347435653,-0.0027343485440800563,0.5106,0.7964,0.4878,0.47491428571428573,0.3306714285714286,
2023-01-31,1586.5395765836909,0.34,0.011341358355323017,-0.04844761513285789,0.04563658087188749,-0.016022089347435653,0.7717,0.5106,0.7964,0.4152142857142857,0.2962071428571429,
2023-02-01,1642.857168158598,0.6369,0.034881624139428524,0.011341358355323017,-0.04844761513285789,0.04563658087188749,0.34,0.7717,0.5106,0.5062,0.34197500000000003,
2023-02-03,1665.4278712238624,0.28795,0.013645168418030984,0.034881624139428524,0.011341358355323017,-0.04844761513285789,0.6369,0.34,0.7717,0.5473357142857143,0.37626785714285715,
2023-02-04,1667.2716925637008,0.0,0.0011065032972048527,0.013645168418030984,0.034881624139428524,0.011341358355323017,0.28795,0.6369,0.34,0.47765,0.37626785714285715,
2023-02-06,1617.144163289206,0.27044999999999997,-0.03052684202294298,0.0011065032972048527,0.013645168418030984,0.034881624139428524,0.0,0.28795,0.6369,0.4025142857142857,0.38706666666666667,
2023-02-07,1672.8226777758136,0.6634,0.03385069440987554,-0.03052684202294298,0.0011065032972048527,0.013645168418030984,0.27044999999999997,0.0,0.28795,0.4243428571428572,0.39689761904761905,0.29146333333333335
2023-02-08,1651.4083786023796,0.105375,-0.01288393919269204,0.03385069440987554,-0.03052684202294298,0.0011065032972048527,0.6634,0.27044999999999997,0.0,0.32915357142857143,0.4020339285714286,0.28457250000000006
