UTC_Time,price,daily_sentiment_avg,log_return,ret_lag1,ret_lag2,ret_lag3,sent_lag1,sent_lag2,sent_lag3,sent_ma7,sent_ma14,sent_ma30
2023-01-01,9.973949402565085,0.1935,,,,,,,,,,
2023-01-02,11.266377430112357,0.31384285714285715,0.12184620742987073,,,,0.1935,,,,,
2023-01-03,13.35539239265287,0.15996,0.17009738622617077,0.12184620742987073,,,0.31384285714285715,0.1935,,,,
2023-01-04,13.456292702243212,0.25515714285714286,0.007526627704850242,0.17009738622617077,0.12184620742987073,,0.15996,0.31384285714285715,0.1935,,,
2023-01-05,13.4384801751579,-0.05645000000000001,-0.0013246090436220825,0.007526627704850242,0.17009738622617077,0.12184620742987073,0.25515714285714286,0.15996,0.31384285714285715,,,
2023-01-06,13.52449342211224,0.34594444444444444,0.00638012260887022,-0.0013246090436220825,0.007526627704850242,0.17009738622617077,-0.05645000000000001,0.25515714285714286,0.15996,,,
2023-01-07,13.088904148424348,0.3918333333333333,-0.03273750938462605,0.00638012260887022,-0.0013246090436220825,0.007526627704850242,0.34594444444444444,-0.05645000000000001,0.25515714285714286,0.2291125396825397,,
2023-01-08,14.366071146091024,0.07183333333333335,0.09310439631480527,-0.03273750938462605,0.00638012260887022,-0.0013246090436220825,0.3918333333333333,0.34594444444444444,-0.05645000000000001,0.21173158730158728,,
2023-01-09,16.302299779948743,0.44382499999999997,0.12643693262048306,0.09310439631480527,-0.03273750938462605,0.00638012260887022,0.07183333333333335,0.3918333333333333,0.34594444444444444,0.23030046485260772,,
2023-01-10,16.203193608411635,0.59267,-0.006097829523514786,0.12643693262048306,0.09310439631480527,-0.03273750938462605,0.44382499999999997,0.07183333333333335,0.3918333333333333,0.292116179138322,,
2023-01-11,16.463404027248835,0.13947142857142855,0.01593162076596988,-0.006097829523514786,0.12643693262048306,0.09310439631480527,0.59267,0.44382499999999997,0.07183333333333335,0.2755896485260771,,
2023-01-12,16.615747688335087,0.2512285714285714,0.009210921699442043,0.01593162076596988,-0.006097829523514786,0.12643693262048306,0.13947142857142855,0.59267,0.44382499999999997,0.31954373015873017,,
2023-01-13,18.279734593696567,0.6211800000000001,0.09544214537956908,0.009210921699442043,0.01593162076596988,-0.006097829523514786,0.2512285714285714,0.13947142857142855,0.59267,0.35886309523809523,,
2023-01-14,24.302862020252288,0.2656,0.28480107504613805,0.09544214537956908,0.009210921699442043,0.01593162076596988,0.6211800000000001,0.2512285714285714,0.13947142857142855,0.34082976190476194,0.2849711507936508,
2023-01-15,22.837523286781188,0.2185,-0.0621891806457886,0.28480107504613805,0.09544214537956908,0.009210921699442043,0.2656,0.6211800000000001,0.2512285714285714,0.36178214285714283,0.28675686507936504,
2023-01-16,23.58595194500377,0.369025,0.03224633685183598,-0.0621891806457886,0.28480107504613805,0.09544214537956908,0.2185,0.2656,0.6211800000000001,0.3510964285714286,0.2906984467120181,
2023-01-17,22.88158744195828,0.29942,-0.03031873291909637,0.03224633685183598,-0.0621891806457886,0.28480107504613805,0.369025,0.2185,0.2656,0.3092035714285714,0.30065987528344673,
2023-01-18,20.85763434507722,0.29824999999999996,-0.09261250844391444,-0.03031873291909637,0.03224633685183598,-0.0621891806457886,0.29942,0.369025,0.2185,0.33188622448979593,0.3037379365079365,
2023-01-19,21.41456003084829,0.8126,0.0263510290853759,-0.09261250844391444,-0.03031873291909637,0.03224633685183598,0.29824999999999996,0.29942,0.369025,0.41208214285714284,0.3658129365079365,
2023-01-20,25.575834872318875,0.0337,0.1775768894330585,0.0263510290853759,-0.09261250844391444,-0.03031873291909637,0.8126,0.29824999999999996,0.29942,0.3281564285714285,0.3435097619047619,
2023-01-21,24.66528659481628,0.21495714285714285,-0.036251101271758124,0.1775768894330585,0.0263510290853759,-0.09261250844391444,0.0337,0.8126,0.29824999999999996,0.3209217346938775,0.3308757482993197,
2023-01-22,24.271834895555187,0.38830000000000003,-0.016080233788615672,-0.036251101271758124,0.1775768894330585,0.0263510290853759,0.21495714285714285,0.0337,0.8126,0.34517887755102045,0.3534805102040816,
