UTC_Time,price,daily_sentiment_avg,log_return,ret_lag1,ret_lag2,ret_lag3,sent_lag1,sent_lag2,sent_lag3,sent_ma7,sent_ma14,sent_ma30
2023-01-01,16615.969318012816,0.03042083333333334,,,,,,,,,,
2023-01-02,16674.342536301097,-0.005827586206896559,0.0035069228770829852,,,,0.03042083333333334,,,,,
2023-01-03,16677.646185850346,0.15010526315789474,0.00019810810009524005,0.0035069228770829852,,,-0.005827586206896559,0.03042083333333334,,,,
2023-01-04,16855.1747387671,0.1345576923076923,0.010588444792619,0.00019810810009524005,0.0035069228770829852,,0.15010526315789474,-0.005827586206896559,0.03042083333333334,,,
2023-01-05,16832.098988497855,0.20165238095238097,-0.00136999830056439,0.010588444792619,0.00019810810009524005,0.0035069228770829852,0.1345576923076923,0.15010526315789474,-0.005827586206896559,,,
2023-01-06,16960.23206247515,0.28019333333333335,0.007583595690457301,-0.00136999830056439,0.010588444792619,0.00019810810009524005,0.20165238095238097,0.1345576923076923,0.15010526315789474,,,
2023-01-07,16950.861521853905,0.11188947368421054,-0.0005526534162889618,0.007583595690457301,-0.00136999830056439,0.010588444792619,0.28019333333333335,0.20165238095238097,0.1345576923076923,0.12899877008027838,,
2023-01-08,17074.61539572674,0.05292058823529412,0.007274221011968507,-0.0005526534162889618,0.007583595690457301,-0.00136999830056439,0.11188947368421054,0.28019333333333335,0.20165238095238097,0.1322130207805585,,
2023-01-09,17194.90932945318,0.12789166666666665,0.007020489999250756,0.007274221011968507,-0.0005526534162889618,0.007583595690457301,0.05292058823529412,0.11188947368421054,0.28019333333333335,0.15131577119106754,,
2023-01-10,17436.90232978116,0.0835107142857143,0.013975413205518095,0.007020489999250756,0.007274221011968507,-0.0005526534162889618,0.12789166666666665,0.05292058823529412,0.11188947368421054,0.14180226420932746,,
2023-01-11,17996.832553741606,0.07693333333333333,0.03160698917563032,0.013975413205518095,0.007020489999250756,0.007274221011968507,0.0835107142857143,0.12789166666666665,0.05292058823529412,0.1335702129272762,,
2023-01-12,18866.810330617045,0.13306041666666665,0.0472085380338676,0.03160698917563032,0.013975413205518095,0.007020489999250756,0.07693333333333333,0.0835107142857143,0.12789166666666665,0.12377136088645983,,
